title,author,price,ptime,publisher,edition,category1,category2
活着,余华,20,2012,作家出版社,平装,文学,小说
文城,余华,59,2021,北京十月文艺出版社,精装,文学,小说
克拉拉与太阳,石黑一雄,68,2021,上海译文出版社,精装,文学,小说
白夜行,东野圭吾,39,2013,南海出版公司,精装,文学,小说
字母表谜案,大山诚一郎,42,2021,河南文艺出版社,平装,文学,小说
房思琪的初恋乐园,大山诚一郎,42,2021,北京联合出版公司,平装,文学,小说
暗夜与黎明,肯·福莱特,118,2021,江苏凤凰文艺出版社,平装,文学,小说
红楼梦,曹雪芹,59,1996,人民文学出版社,平装,文学,小说
追风筝的人,曹雪芹,59,1996,上海人民出版社,平装,文学,小说
百年孤独,曹雪芹,59,1996,南海出版公司,平装,文学,小说
小王子,马振聘,22,2003,人民文学出版社,平装,文学,小说
1984,马振聘,22,2003,北京十月文艺出版社,平装,文学,小说
夜晚的潜水艇,陈春成,52,2020,上海三联书店,精装,文学,小说
解忧杂货店,李盈春,39,2014,南海出版公司,精装,文学,小说
蛤蟆先生去看心理医生,罗伯特·戴博德,38,2020,天津人民出版社,平装,文学,小说
杏仁,孙元平,39,2019,民主与建设出版社,平装,文学,小说
局外人,柳鸣九,22,2010,上海译文出版社,精装,文学,小说
霍乱时期的爱情,加西亚·马尔克斯,39,2012,南海出版公司,精装,文学,小说
许三观卖血记,加西亚·马尔克斯,39,2012,作家出版社,精装,文学,小说
杀死一只知更鸟,高红梅,32,2012,译林出版社,精装,文学,小说
百年孤独,高红梅,32,2012,南海出版公司,精装,文学,小说
1984,石黑一雄,68,2021,北京十月文艺出版社,精装,文学,小说
追风筝的人,石黑一雄,68,2021,上海人民出版社,精装,文学,小说
飘,李美华,40,2000,译林出版社,精装,文学,小说
月亮与六便士,威廉·萨默塞特·毛姆,39,2017,浙江文艺出版社,平装,文学,小说
星之继承者,詹姆斯·P.霍根,58,2021,新星出版社,精装,文学,小说
傲慢与偏见,张玲,13,1993,人民文学出版社,平装,文学,小说
哈利·波特,J.K.罗琳,498,2008,人民文学出版社,精装,文学,小说
动物农场,荣如德,10,2007,上海译文出版社,平装,文学,小说
月亮和六便士,荣如德,10,2007,上海译文出版社,平装,文学,小说
献给阿尔吉侬的花束,丹尼尔·凯斯,36,2015,广西师范大学出版社,平装,文学,小说
巨人的陨落,肯·福莱特,129,2016,江苏凤凰文艺出版社,平装,文学,小说
巴黎评论·女性作家访谈,美国《巴黎评论》编辑部,65,2021,人民文学出版社,平装,文学,小说
牧羊少年奇幻之旅,保罗·柯艾略,25,2009,南海出版公司,精装,文学,小说
数星星的夜,尹东柱,68,2021,江苏凤凰文艺出版社,精装,文学,小说
你当像鸟飞往你的山,塔拉·韦斯特弗,59,2019,南海出版公司,精装,文学,小说
房思琪的初恋乐园,余华,59,2021,北京联合出版公司,精装,文学,小说
撒哈拉的故事,柳鸣九,22,2010,哈尔滨出版社,精装,文学,小说
海上传奇：中华海洋文明发展通史,马骏杰,120,2021,北京燕山出版社,精装,文学,小说
云边有个小卖部,张嘉佳,42,2018,湖南文艺出版社,平装,文学,小说
许三观卖血记,张嘉佳,42,2018,作家出版社,平装,文学,小说
平凡的世界,路遥,79,2012,北京十月文艺出版社,平装,文学,小说
撒哈拉的故事,路遥,79,2012,哈尔滨出版社,平装,文学,小说
我们仨,路遥,79,2012,生活·读书·新知三联书店,平装,文学,小说
沉默的大多数,路遥,79,2012,中国青年出版社,平装,文学,小说
持续做一个深情的人,林清玄,46,2018,北京时代华文书局,平装,文学,小说
目光,陶勇,49,2020,百花洲文艺出版社,平装,文学,小说
朝花夕拾,鲁迅,0,1972,人民文学出版社,平装,文学,小说
浮生六记,沈复,5,1999,人民文学出版社,平装,文学,小说
看见,柴静,39,2013,广西师范大学出版社,平装,文学,小说
在峡江的转弯处,陈行甲,48,2021,人民日报出版社,平装,文学,小说
我与地坛,陈行甲,48,2021,春风文艺出版社,平装,文学,小说
送你一颗子弹,陈行甲,48,2021,上海三联书店,平装,文学,小说
远道苍苍,刘怀宇,48,2021,重庆出版社,平装,文学,小说
当我谈跑步时我谈些什么,刘怀宇,48,2021,南海出版公司,平装,文学,小说
圆圈正义,罗翔,46,2019,中国法制出版社,平装,文学,小说
北野武的小酒馆,姜向明,45,2017,雅众文化/新星出版社,精装,文学,小说
碎片,埃莱娜·费兰特,69,2020,人民文学出版社,平装,文学,小说
皮囊,蔡崇达,39,2014,天津人民出版社,精装,文学,小说
人间草木,蔡崇达,39,2014,江苏文艺出版社,精装,文学,小说
江城,李雪顺,36,2012,上海译文出版社,平装,文学,小说
做一个清醒的现代人,刘擎,68,2021,湖南文艺出版社,平装,文学,小说
三体全集,刘慈欣,168,2012,重庆出版社,精装,文学,小说
平凡的世界（全三部）,刘慈欣,168,2012,人民文学出版社,精装,文学,小说
远方旅人,唐洬,89,2020,青岛出版社,平装,文学,小说
围城,钱钟书,39,1991,人民文学出版社,精装,文学,小说
白鹿原,陈忠实,39,2012,人民文学出版社,精装,文学,小说
呐喊,鲁迅,0,1973,人民文学出版社,平装,文学,小说
明朝那些事儿（1-9）,鲁迅,0,1973,中国海关出版社,平装,文学,小说
骆驼祥子,老舍,12,2000,人民文学出版社,平装,文学,小说
边城,老舍,12,2000,北岳文艺出版社,平装,文学,小说
黄金时代,老舍,12,2000,花城出版社,平装,文学,小说
月光落在左手上,尹东柱,68,2021,广西师范大学出版社,精装,文学,儿童文学
飞鸟集,徐翰林,16,2004,哈尔滨出版社,平装,文学,儿童文学
诗经,徐翰林,16,2004,北京出版社,平装,文学,儿童文学
二十首情诗和一首绝望的歌,陈黎,39,2014,南海出版公司,精装,文学,儿童文学
张枣诗文集,张枣,218,2021,四川文艺出版社,平装,文学,儿童文学
海子的诗,海子,15,1999,人民文学出版社,平装,文学,儿童文学
在光与万物背后,马蒂亚斯·波利蒂基,65,2021,未读·贵州人民出版社,精装,文学,儿童文学
野草,鲁迅,0,1973,人民文学出版社,平装,文学,儿童文学
兰波评传,伊夫·博纳富瓦,78,2021,上海社会科学院出版社,平装,文学,儿童文学
万物静默如谜,维斯拉瓦·辛波斯卡,48,2016,湖南文艺出版社,精装,文学,儿童文学
天是真的,陈雨吟,68,2021,百花洲文艺出版社,精装,文学,儿童文学
荒原,T·S·艾略特,45,2012,上海译文出版社,精装,文学,儿童文学
大山里的小诗人,“是光”的孩子们,49,2020,江苏凤凰文艺出版社,方脊平装,文学,儿童文学
给青年诗人的信,冯至,29,2015,雅众文化/云南人民出版社,平装,文学,儿童文学
恶之花,冯至,29,2015,人民文学出版社,平装,文学,儿童文学
云雀叫了一整天,木心,30,2009,广西师范大学出版社,精装,文学,儿童文学
唐诗三百首,蘅塘退士,0,1998,中华书局,平装,文学,儿童文学
诗人十四个,黄晓丹,52,2019,北京联合出版公司,精装,文学,儿童文学
直到世界反映了灵魂最深层的需要,露易丝·格丽克,65,2016,上海人民出版社,精装,文学,儿童文学
窗边的小豆豆,黑柳彻子 著,20,2003,南海出版公司,平装,文学,儿童文学
草房子,黑柳彻子 著,20,2003,江苏少年儿童出版社,平装,文学,儿童文学
城南旧事,黑柳彻子 著,20,2003,中国青年出版社,平装,文学,儿童文学
小狗钱钱,博多·舍费尔,20,2009,南海出版公司,平装,文学,儿童文学
安徒生童话故事集,安徒生,25,1997,人民文学出版社,精装,文学,儿童文学
来不及说再见的青春,钟楚曦,59,2021,长江出版社,平装,文学,儿童文学
格林童话全集,格林兄弟,21,1994,人民文学出版社,精装,文学,儿童文学
每一天都是爱你的一天,莉兹·克里莫,49,2021,山东文艺出版社,平装,文学,儿童文学
夏洛的网,莉兹·克里莫,49,2021,上海译文出版社,平装,文学,儿童文学
我亲爱的甜橙树,蔚玲,19,2010,天天出版社,平装,文学,儿童文学
有书真好啊,宫崎骏,49,2021,南海出版公司,精装,文学,儿童文学
一千零一夜,纳训,22,2003,人民文学出版社,平装,文学,儿童文学
柳林风声,肯尼斯·格雷厄姆,98,2012,中国城市出版社,精装,文学,儿童文学
绿山墙的安妮,肯尼斯·格雷厄姆,98,2012,浙江文艺出版社,精装,文学,儿童文学
海的女儿,肯尼斯·格雷厄姆,98,2012,上海译文出版社,精装,文学,儿童文学
长袜子皮皮,李之义,17,1999,中国少年儿童出版社,精装,文学,儿童文学
孩子们的诗,果麦,68,2017,浙江文艺出版社,精装,文学,儿童文学
王尔德童话,王林,6,2003,译林出版社,精装,文学,儿童文学
沉默的大多数,王林,6,2003,中国青年出版社,精装,文学,儿童文学
一只特立独行的猪,王小波,35,2017,北京十月文艺出版社,精装,文学,儿童文学
声誉,唐诺,58,2021,广西师范大学出版社,平装,文学,杂文
坟,鲁迅,16,2006,人民文学出版社,平装,文学,杂文
我的个天,戴建业,59,2021,上海文艺出版社,无线胶装,文学,杂文
我想做一个能在你的葬礼上描述你一生的人,贾平凹,36,2017,台海出版社,平装,文学,杂文
热风,鲁迅,9,2006,人民文学出版社,平装,文学,杂文
六里庄遗事,东东枪,78,2019,上海三联书店,精装,文学,杂文
鲁迅杂文集,东东枪,78,2019,天津人民出版社,精装,文学,杂文
我的精神家园,王小波,39,2017,北京十月文艺出版社,精装,文学,杂文
华盖集,鲁迅,39,1973,人民文学出版社,平装,文学,杂文
一只特立独行的猪,鲁迅,39,1973,北方文艺出版社,平装,文学,杂文
而已集,鲁迅,39,1973,人民文学出版社,平装,文学,杂文
血酬定律,吴思,23,2003,中国工人出版社,平装,文学,杂文
我的精神家园,吴思,23,2003,文化艺术出版社,平装,文学,杂文
四个春天,陆庆屹,49,2019,南海出版公司,平装,文学,杂文
常识,陆庆屹,49,2019,广西师范大学出版社,平装,文学,杂文
我所理解的生活,陆庆屹,49,2019,浙江文艺出版社,平装,文学,杂文
彷徨,鲁迅,14,1973,人民文学出版社,平装,文学,杂文
故事新编,鲁迅,14,1973,人民文学出版社,平装,文学,杂文
狂人日记,鲁迅,14,1973,京华出版社,平装,文学,杂文
阿Q正传,鲁迅,14,2003,上海书店出版社,平装,文学,杂文
鲁迅全集,鲁迅,388,2014,同心出版社,精装,文学,杂文
中国小说史略,鲁迅,12,1998,上海古籍出版社,平装,文学,杂文
鲁迅杂文集,鲁迅,12,1998,天津人民出版社,平装,文学,杂文
鲁迅的饭局,薛林荣,72,2021,广西师范大学出版社,精装,文学,杂文
无法直面的人生,王晓明,79,2021,生活·读书·新知三联书店,精装,文学,杂文
不能承受的生命之轻,许钧,29,2010,上海译文出版社,平装,文学,杂文
不能承受的生命之轻,米兰·昆德拉,46,2014,上海译文出版社,精装,文学,米兰昆德拉
生活在别处,米兰·昆德拉,45,2014,上海译文出版社,精装,文学,米兰昆德拉
笑忘录,米兰·昆德拉,55,2019,上海译文出版社,精装,文学,米兰昆德拉
不朽,米兰·昆德拉,24,2003,上海译文出版社,平装,文学,米兰昆德拉
米兰·昆德拉：一种作家人生,布里埃,68,2021,雅众文化 | 南京大学出版社,精装,文学,米兰昆德拉
生命中不能承受之轻,韩少功,2,1987,作家出版社,平装,文学,米兰昆德拉
生活在别处,韩少功,2,1987,上海译文出版社,平装,文学,米兰昆德拉
玩笑,蔡若明,32,2011,上海译文出版社,平装,文学,米兰昆德拉
小说的艺术,米兰·昆德拉,45,2019,上海译文出版社,精装,文学,米兰昆德拉
好笑的爱,昆德拉,20,2004,上海译文出版社,平装,文学,米兰昆德拉
不朽,米兰·昆德拉,49,2015,上海译文出版社,精装,文学,米兰昆德拉
庆祝无意义,米兰·昆德拉,30,2014,上海译文出版社,精装,文学,米兰昆德拉
被背叛的遗嘱,昆德拉,17,2003,上海译文出版社,平装,文学,米兰昆德拉
笑忘录,王东亮,21,2004,上海译文出版社,平装,文学,米兰昆德拉
慢,米兰·昆德拉,30,2014,上海译文出版社,精装,文学,米兰昆德拉
引爆流行,钱清,18,2002,中信出版社,平装,流行,漫画
流行体系,敖军,18,2000,上海人民出版社,平装,流行,漫画
引爆点,钱清,29,2006,中信出版社,平装16开,流行,漫画
引爆流行,德里克·汤普森,68,2019,中信出版集团,精装,流行,漫画
一见你就好心情,莉兹·克里莫,68,2019,天津人民出版社,精装,流行,漫画
盛夏的樱花树,莉兹·克里莫,68,2019,汕头大学出版社,精装,流行,漫画
清明上河图密码4,莉兹·克里莫,68,2019,北京联合出版公司,精装,流行,漫画
天青色等烟雨,方文山,45,2019,湖南文艺出版社,平装,流行,漫画
七根凶简3,尾鱼,39,2018,中国友谊出版公司,平装,流行,漫画
七根凶简·大结局,尾鱼,39,2018,中国友谊出版公司,平装,流行,漫画
整形日本,尾鱼,39,2018,山东人民出版社,平装,流行,漫画
小舍得,鲁引弓,49,2018,广东花城出版社,平装,流行,漫画
正常人,萨莉·鲁尼,49,2020,上海译文出版社,平装,流行,漫画
世界文化名人文库（上下册）,萨莉·鲁尼,49,2020,中国广播电视出版社,平装,流行,漫画
The Tipping Point,萨莉·鲁尼,49,2020,Back Bay Book,平装,流行,漫画
想见你,简奇峰,49,2020,浙江人民出版社,平装,流行,漫画
你今天真好吃,莉兹·克里莫,39,2020,山东文艺出版社,平装,流行,漫画
荒村公寓~蔡骏经典悬疑小说系列,莉兹·克里莫,39,2020,北京联合出版公司,平装,流行,漫画
柔软的刺猬：自我疗愈的内在力量,凯特·艾伦,59,2021,人民邮电出版社,软精装,流行,漫画
美丽黑暗,法比安·韦尔曼,88,2021,后浪丨中国纺织出版社,精装,流行,漫画
现实主义者,阿萨夫·哈努卡,138,2021,后浪丨广东旅游出版社,精装,流行,漫画
100天后会死的鳄鱼君,菊池祐纪,45,2020,接力出版社,平装,流行,漫画
生活蒙太奇,天然,45,2020,湖南文艺出版社,平装,流行,漫画
旋涡 （全2册）,伊藤润二,99,2020,新星出版社,平装,流行,漫画
纳闷集,匡扶,78,2020,雅众文化 | 湖南文艺出版社,平装,流行,漫画
你今天真好看,克里莫,39,2015,雅众文化/天津人民出版社,平装,流行,漫画
灯塔,吕俊君,128,2016,北京联合出版公司,软精装,流行,漫画
OPUS 作品,今敏,88,2019,北京联合出版公司,平装,流行,漫画
黑睡莲,米歇尔·普西,108,2021,四川美术出版社,精装,流行,漫画
梦晕,藤本理,88,2021,新星出版社,精装,流行,漫画
不方便，但很幸福,洪渊植,84,2020,后浪丨湖南美术出版社,平装,流行,漫画
3秒,马克-安托万·马修,72,2019,湖南美术出版社,精装,流行,漫画
半小时漫画中国史（修订版）,二混子,39,2017,江苏凤凰文艺出版社,平装,流行,漫画
缅甸小日子,盖·德利斯勒,62,2020,后浪丨湖南美术出版社,平装,流行,悬疑
進擊的巨人 01,諫山創,95,2011,東立出版社,平装,流行,悬疑
非平面,尼克·索萨尼斯,60,2018,后浪丨北京联合出版公司,平装,流行,悬疑
长歌行 01,尼克·索萨尼斯,60,2018,新世纪出版社,平装,流行,悬疑
沉默的病人,亚历克斯·麦克利兹,45,2020,河南文艺出版社,平装,流行,悬疑
嫌疑人X的献身,刘子倩,28,2008,南海出版公司,精装,流行,悬疑
绝叫,叶真中显,58,2020,北京联合出版公司,平装,流行,悬疑
生吞,郑执,42,2017,浙江文艺出版社,平装,流行,悬疑
默读,Priest,45,2018,百花洲文艺出版社,平装,流行,悬疑
关于那个人的备忘录,小林泰三,45,2021,新星出版社,平装,流行,悬疑
恶意,娄美莲,18,2009,南海出版公司,平装,流行,悬疑
恶意,娄美莲,39,2016,南海出版公司,精装,流行,悬疑
19年间谋杀小叙,那多,59,2018,人民文学出版社,精装,流行,悬疑
无人生还,阿加莎·克里斯蒂,28,2013,新星出版社,平装,流行,悬疑
福尔摩斯探案全集（上中下）,丁钟华,68,1981,群众出版社,平装/精装,流行,悬疑
东方快车谋杀案,陈尧光,18,2006,人民文学出版社,平装,流行,悬疑
夏天、烟火和我的尸体,乙一,45,2019,南海出版公司,精装,流行,悬疑
长夜难明,紫金陈,42,2017,云南人民出版社,平装,流行,悬疑
罗杰疑案,阿加莎·克里斯蒂,28,2013,新星出版社,平装,流行,悬疑
盗墓笔记,南派三叔,19,2008,上海文化出版社,平装,流行,悬疑
消失的13级台阶,高野和明,42,2020,上海文艺出版社,平装,流行,悬疑
桶川跟踪狂杀人事件,清水洁,45,2021,后浪丨四川人民出版社,平装,流行,悬疑
心灵侦探城塚翡翠,相泽沙呼,79,2021,人民文学出版社,精装,流行,悬疑
13 67,陳浩基,350,2014,皇冠,平装,流行,悬疑
克莱因壶,冈岛二人,48,2019,化学工业出版社,平装,流行,悬疑
白夜行,刘姿君,29,2008,南海出版公司,平装,流行,悬疑
告白,凑佳苗,36,2016,湖南文艺出版社,精装,流行,耽美
新参者,东野圭吾,39,2016,南海出版公司,精装,流行,耽美
ZOO,李颖秋,20,2007,当代世界出版社,平装,流行,耽美
撒野,巫哲,45,2018,北京联合出版公司,平装,流行,耽美
天涯客,Priest,240,2014,蘊藏文化股份有限公司,平装,流行,耽美
天涯客（下册）,Priest,240,2014,蘊藏文化股份有限公司,平装,流行,耽美
某某,木苏里,49,2020,江苏凤凰文艺出版社,平装,流行,耽美
我等你到三十五岁,木苏里,49,2020,江苏凤凰文艺出版社,平装,流行,耽美
破云,淮上,49,2019,江苏凤凰文艺出版社,平装,流行,耽美
海棠微雨共归途,肉包不吃肉,49,2020,广东旅游出版社,平装,流行,耽美
杀破狼,Priest,149,2020,湖南文艺出版社,平装,流行,耽美
全球高考,木苏里,180,2020,北京燕山出版社,平装,流行,耽美
将进酒,唐酒卿,68,2020,江苏凤凰文艺出版社,平装,流行,耽美
伪装学渣,木瓜黄,39,2019,北京时代华文书局,平装,流行,耽美
殺破狼,Priest,1200,2016,龍馬文化,平装,流行,耽美
小蘑菇,一十四洲,49,2020,读创 | 北京联合出版公司,平装,流行,耽美
镇魂,Priest,49,2019,贵州人民出版社,平装,流行,耽美
七爷,Priest,49,2019,贵州人民出版社,平装,流行,耽美
六爻,Priest,49,2019,贵州人民出版社,平装,流行,耽美
破云2,淮上,49,2020,江苏凤凰文艺出版社,平装,流行,耽美
天官賜福 一,墨香銅臭,380,2021,平心出版,平装,流行,耽美
我喜歡你的信息素 上,引路星,350,2020,沒譜文化出版社,平装,流行,耽美
梦里花落知多少,引路星,350,2020,北京十月文艺出版社,平装,流行,耽美
哭泣的骆驼,三毛,35,2017,哈尔滨出版社,平装,流行,三毛
雨季不再来,三毛,35,2017,北京十月文艺出版社,平装,流行,三毛
温柔的夜,三毛,35,2017,北京十月文艺出版社,平装,流行,三毛
万水千山走遍,三毛,35,2017,哈尔滨出版社,平装,流行,三毛
亲爱的三毛,三毛,32,2017,北京十月文艺出版社,平装,流行,三毛
稻草人手记,三毛,35,2017,北京十月文艺出版社,平装,流行,三毛
ECHO：永远的三毛,编著,128,2021,北京联合出版公司,平装,流行,三毛
送你一匹马,三毛,22,2011,北京十月文艺出版社,平装,流行,三毛
莲花,三毛,22,2011,作家出版社,平装,流行,三毛
夏摩山谷,庆山,58,2019,江苏凤凰文艺出版社,精装,流行,安妮宝贝
八月未央,庆山,58,2019,作家出版社,精装,流行,安妮宝贝
得未曾有,庆山,58,2019,北京十月文艺出版社,精装,流行,安妮宝贝
素年锦时,庆山,58,2019,作家出版社,精装,流行,安妮宝贝
春宴,庆山,58,2019,湖南文艺出版社,精装,流行,安妮宝贝
告别薇安,安妮宝贝,19,2000,中国社会科学出版社,平装,流行,安妮宝贝
眠空,安妮宝贝,19,2000,北京十月文艺出版社,平装,流行,安妮宝贝
彼岸花,安妮宝贝,19,2000,南海出版公司,平装,流行,安妮宝贝
清醒纪,安妮宝贝,19,2000,天津人民出版社,平装,流行,安妮宝贝
月童度河,庆山,45,2016,北京十月文艺出版社,精装,流行,安妮宝贝
镜湖,庆山,48,2018,北京联合出版公司,平装,流行,安妮宝贝
蔷薇岛屿,庆山,48,2018,作家出版社,平装,流行,安妮宝贝
二三事,庆山,48,2018,南海出版公司,平装,流行,安妮宝贝
且以永日,庆山,48,2018,长江文艺出版社,平装,流行,安妮宝贝
古书之美,韦力,49,2013,新星出版社,精装,流行,安妮宝贝
彼岸花,韦力,49,2013,南海出版公司,精装,流行,安妮宝贝
仍然,韦力,49,2013,中信出版集团,精装,流行,安妮宝贝
七月与安生,庆山,49,2013,天津人民出版社,精装,流行,安妮宝贝
八月未央,庆山,35,2016,北京十月文艺出版社,平装,流行,安妮宝贝
小时代1.0折纸时代,庆山,35,2016,长江文艺出版社,平装,流行,安妮宝贝
悲伤逆流成河,庆山,35,2016,长江文艺出版社,平装,流行,安妮宝贝
幻城,庆山,35,2016,长江文艺出版社,平装,流行,安妮宝贝
小时代2.0虚铜时代,庆山,35,2016,长江文艺出版社,平装,流行,安妮宝贝
夏至未至,庆山,35,2016,长江文艺出版社,平装,流行,安妮宝贝
小时代3.0：刺金时代,庆山,35,2016,长江文艺出版社,平装,流行,安妮宝贝
临界·爵迹 Ⅱ,庆山,35,2016,长江文艺出版社,平装,流行,安妮宝贝
1995-2005夏至未至,庆山,35,2016,春风文艺出版社,平装,流行,安妮宝贝
临界·爵迹 I,庆山,35,2016,长江文艺出版社,平装,流行,安妮宝贝
爱与痛的边缘,庆山,35,2016,东方出版中心,平装,流行,安妮宝贝
岛,郭敬明,20,2004,春风文艺出版社,平装,流行,郭敬明
左手倒影，右手年华。,郭敬明,20,2004,上海译文出版社,平装,流行,郭敬明
爵迹.燃魂书,郭敬明,18,2011,长江文艺出版社,平装,流行,郭敬明
左手倒影.右手年华,郭敬明,20,2007,上海译文出版社,平装,流行,郭敬明
愿风裁尘,郭敬明,20,2007,长江文艺出版社,平装,流行,郭敬明
猜火车,郭敬明,19,2004,南海出版公司,平装,流行,郭敬明
星空,郭敬明,19,2004,大塊文化,平装,流行,郭敬明
向左走·向右走,郭敬明,19,2004,生活·读书·新知三联书店,平装,流行,郭敬明
地下铁,郭敬明,19,2004,辽宁教育出版社,平装,流行,郭敬明
拥抱,郭敬明,19,2004,海豚出版社,平装,流行,郭敬明
月亮忘记了,幾米,32,2010,海豚出版社,平装,流行,幾米
不爱读书不是你的错,幾米,48,2018,九州出版社,平装,流行,幾米
我不是完美小孩,幾米,48,2018,海豚出版社,平装,流行,幾米
月亮忘記了,幾米,48,2018,格林,平装,流行,幾米
微笑的鱼,幾米,48,2018,辽宁教育出版社,平装,流行,幾米
时光电影院,幾米,45,2012,海豚出版社,平装,流行,幾米
我的错都是大人的错,幾米,29,2009,现代出版社,平装,流行,幾米
又寂寞又美好,幾米,29,2009,辽宁教育出版社,平装,流行,幾米
我的心中每天开出一朵花,幾米,29,2009,辽宁教育出版社,平装,流行,幾米
如果我可以许一个愿望,幾米,28,2013,海豚出版社,平装,流行,幾米
我只能为你画一张小卡片,幾米,28,2013,辽宁教育出版社,平装,流行,幾米
忘记亲一下,幾米,28,2013,现代出版社,平装,流行,幾米
我的世界都是你,幾米,28,2013,现代出版社,平装,流行,幾米
头碰头 说说话,幾米,58,2021,花山文艺出版社,精装,流行,幾米
幸运儿,幾米,58,2021,辽宁教育出版社,精装,流行,幾米
新手妈妈的头两年,高木直子,42,2020,新星出版社,平装,流行,高木直子
一個人住第5年,洪俞君,220,2004,大田,平装,流行,高木直子
两个人的头两年,高木直子,38,2018,百花洲文艺出版社,平装,流行,高木直子
一个人住的每一天,高木直子,25,2011,辽宁科学技术出版社,平装,流行,高木直子
肚子饿万岁,高木直子,39,2015,北京联合出版公司,平装,流行,高木直子
一个人住第9年,洪俞君,20,2010,江西科学技术出版社,平装,流行,高木直子
一個人的第一次,常純敏,88,2006,大田,平装,流行,高木直子
一个人去跑步,高木直子,28,2011,译林出版社,平装,流行,高木直子
一個人上東京,常純敏,220,2005,大田出版,平装,流行,高木直子
节日万岁！,高木直子,49,2017,北京联合出版公司,平装,流行,高木直子
一个人的第一次 第一次一个人旅行,陈怡君,45,2007,陕西师范大学出版社,平装,流行,高木直子
一个人的小繁华①,陈怡君,39,2015,北京联合出版公司,平装,流行,高木直子
一个人暖呼呼,高木直子,28,2011,江西科学技术出版社,平装,流行,高木直子
一个人的美食之旅,陈怡君,25,2011,江西科学技术出版社,平装,流行,高木直子
不靠谱的饭菜,高木直子,35,2017,百花洲文艺出版社,平装,流行,高木直子
我和狗狗的16年,高木直子,28,2013,北京联合出版社,平装,流行,高木直子
一个人住第几年？,高木直子,30,2016,百花洲文艺出版社,平装,流行,高木直子
一个人漂泊的日子①,陈怡君,25,2009,当代世界出版社,平装,文化,历史
一个人的幸福手作,黄悦生,28,2014,北京联合出版公司,平装,文化,历史
人类简史,尤瓦尔·赫拉利,68,2014,中信出版社,平装,文化,历史
